Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-09-05 00:08:59,35674575900.0,204495425900.0,152380009400.0
JP,Japan 225 Index,Communications,2026-09-05 00:08:59,66392574140.0,404888961740.0,296469661020.0
JP,Japan 225 Index,Consumer Durables,2026-09-05 00:08:59,330835048420.0,1929990623220.0,1488234984170.0
JP,Japan 225 Index,Consumer Non-Durables,2026-09-05 00:08:59,124494888800.0,541776319400.0,426133358500.0
JP,Japan 225 Index,Consumer Services,2026-09-05 00:08:59,26634742500.0,108362416500.0,89716359100.0
JP,Japan 225 Index,Distribution Services,2026-09-05 00:08:59,160766086300.0,719595817000.0,584589038600.0
JP,Japan 225 Index,Electronic Technology,2026-09-05 00:08:59,2854282377000.0,13746630166000.0,10398651145750.0
JP,Japan 225 Index,Energy Minerals,2026-09-05 00:08:59,39984751200.0,220298842350.0,177568117350.0
JP,Japan 225 Index,Finance,2026-09-05 00:08:59,721248731850.0,3485826624050.0,2740783277800.0
JP,Japan 225 Index,Health Technology,2026-09-05 00:08:59,162129914200.0,906476663000.0,657589084100.0
JP,Japan 225 Index,Industrial Services,2026-09-05 00:08:59,28949179450.0,173510398050.0,131203599000.0
JP,Japan 225 Index,Miscellaneous,2026-09-05 00:08:59,434922124000.0,1154091276000.0,970136115000.0
JP,Japan 225 Index,Non-Energy Minerals,2026-09-05 00:08:59,133200985500.0,769494035120.0,579181248460.0
JP,Japan 225 Index,Process Industries,2026-09-05 00:08:59,208977120720.0,989233141940.0,779566026460.0
JP,Japan 225 Index,Producer Manufacturing,2026-09-05 00:08:59,950806633490.0,5182836647700.0,4004596545510.0
JP,Japan 225 Index,Retail Trade,2026-09-05 00:08:59,215706254200.0,976401127200.0,775343397480.0
JP,Japan 225 Index,Technology Services,2026-09-05 00:08:59,229287056240.0,1039338138660.0,796034522290.0
JP,Japan 225 Index,Transportation,2026-09-05 00:08:59,131395724150.0,601725113600.0,468237700550.0
JP,Japan 225 Index,Utilities,2026-09-05 00:08:59,56745390400.0,360131741800.0,275601490700.0
JP,All Japanese companies,Commercial Services,2026-09-05 00:08:59,81638829690.0,454372818630.0,348613822460.0
JP,All Japanese companies,Communications,2026-09-05 00:08:59,69783331040.0,424538955440.0,311393146620.0
JP,All Japanese companies,Consumer Durables,2026-09-05 00:08:59,387542143470.0,2225797397770.0,1719889882820.0
JP,All Japanese companies,Consumer Non-Durables,2026-09-05 00:08:59,222494799460.0,1037071607690.0,810440123560.0
JP,All Japanese companies,Consumer Services,2026-09-05 00:08:59,114846953750.0,595589534500.0,441890153650.0
JP,All Japanese companies,Distribution Services,2026-09-05 00:08:59,215945058700.0,1007748016550.0,806439541050.0
JP,All Japanese companies,Electronic Technology,2026-09-05 00:08:59,2996593640210.0,14547879353720.0,11025100727080.0
JP,All Japanese companies,Energy Minerals,2026-09-05 00:08:59,45663070100.0,251616956150.0,202926250550.0
JP,All Japanese companies,Finance,2026-09-05 00:08:59,1012976022930.0,4901037269500.0,3822553742140.0
JP,All Japanese companies,Government,2026-09-05 00:08:59,10850000.0,15190000.0,10850000.0
JP,All Japanese companies,Health Services,2026-09-05 00:08:59,1424485900.0,8537804800.0,7056538100.0
JP,All Japanese companies,Health Technology,2026-09-05 00:08:59,237293861450.0,1277531777250.0,942439537600.0
JP,All Japanese companies,Industrial Services,2026-09-05 00:08:59,95934388800.0,514632312050.0,401243780250.0
JP,All Japanese companies,Miscellaneous,2026-09-05 00:08:59,435615884300.0,1158485644700.0,973536751900.0
JP,All Japanese companies,Non-Energy Minerals,2026-09-05 00:08:59,193763344300.0,1130326285470.0,860685878360.0
JP,All Japanese companies,Process Industries,2026-09-05 00:08:59,345098471420.0,1792194181140.0,1406327004360.0
JP,All Japanese companies,Producer Manufacturing,2026-09-05 00:08:59,1284068381960.0,6993834423670.0,5333765973470.0
JP,All Japanese companies,Retail Trade,2026-09-05 00:08:59,315318516650.0,1453380557400.0,1156061498030.0
JP,All Japanese companies,Technology Services,2026-09-05 00:08:59,725304275860.0,3656739289025.0,2925183637270.0
JP,All Japanese companies,Transportation,2026-09-05 00:08:59,170374802300.0,828977024700.0,650568638050.0
JP,All Japanese companies,Utilities,2026-09-05 00:08:59,90424661150.0,555912839050.0,437257743500.0
KR,All South Korean Companies,Commercial Services,2026-09-05 00:09:00,207119989112.0,841542692817.0,639069394720.0
KR,All South Korean Companies,Communications,2026-09-05 00:09:00,110229775257.0,718673965635.0,467417468360.0
KR,All South Korean Companies,Consumer Durables,2026-09-05 00:09:00,686928340185.0,5336949845046.923,3879320022983.0
KR,All South Korean Companies,Consumer Non-Durables,2026-09-05 00:09:00,482156090243.0,3074659588011.0,2341440567336.0
KR,All South Korean Companies,Consumer Services,2026-09-05 00:09:00,107754326739.0,636419823874.0,496959777868.0
KR,All South Korean Companies,Distribution Services,2026-09-05 00:09:00,207467060917.0,845943831423.0,660980322966.0
KR,All South Korean Companies,Electronic Technology,2026-09-05 00:09:00,11220887445579.0,61656670476144.0,45063367290093.0
KR,All South Korean Companies,Energy Minerals,2026-09-05 00:09:00,327651637550.0,1554626730967.0,1186823084950.0
KR,All South Korean Companies,Finance,2026-09-05 00:09:00,1883052529635.0,11077352845215.0,8382941564235.0
KR,All South Korean Companies,Health Services,2026-09-05 00:09:00,46674467930.0,154713652380.0,123739941110.0
KR,All South Korean Companies,Health Technology,2026-09-05 00:09:00,1170852182233.0,8670743904810.499,6326647467273.72
KR,All South Korean Companies,Industrial Services,2026-09-05 00:09:00,266864243671.0,1398699360873.0,1131502222933.0
KR,All South Korean Companies,Miscellaneous,2026-09-05 00:09:00,36438923627.0,134959529226.0,112746079932.0
KR,All South Korean Companies,Non-Energy Minerals,2026-09-05 00:09:00,309950802593.0,1998948864768.0,1684570376300.0
KR,All South Korean Companies,Process Industries,2026-09-05 00:09:00,382671433630.0,2475048995103.0,1965317852923.0
KR,All South Korean Companies,Producer Manufacturing,2026-09-05 00:09:00,3404765570067.0,19053052456790.812,15016890328022.174
KR,All South Korean Companies,Retail Trade,2026-09-05 00:09:00,189325101148.0,1138341749619.0,884573697662.0
KR,All South Korean Companies,Technology Services,2026-09-05 00:09:00,2743147808827.0,6092054639356.0,5239666150720.0
KR,All South Korean Companies,Transportation,2026-09-05 00:09:00,258054463589.0,1223551575975.0,1024860419488.0
KR,All South Korean Companies,Utilities,2026-09-05 00:09:00,134266656867.0,834866810333.0,705203946892.0
KR,KOSPI Composite Index,Commercial Services,2026-09-05 00:09:00,69975587533.0,411097312188.0,285015947768.0
KR,KOSPI Composite Index,Communications,2026-09-05 00:09:00,105071862905.0,704321838310.0,450279123460.0
KR,KOSPI Composite Index,Consumer Durables,2026-09-05 00:09:00,629562734697.0,4993727730448.923,3595871386487.0
KR,KOSPI Composite Index,Consumer Non-Durables,2026-09-05 00:09:00,406186429571.0,2537307620275.0,1888962461631.0
KR,KOSPI Composite Index,Consumer Services,2026-09-05 00:09:00,38297688412.0,237472545411.0,175856612594.0
KR,KOSPI Composite Index,Distribution Services,2026-09-05 00:09:00,44027171706.0,301727478384.0,236367151772.0
KR,KOSPI Composite Index,Electronic Technology,2026-09-05 00:09:00,10077070036982.0,55947185519492.0,40663621692685.0
KR,KOSPI Composite Index,Energy Minerals,2026-09-05 00:09:00,324359699250.0,1533021150002.0,1167776439445.0
KR,KOSPI Composite Index,Finance,2026-09-05 00:09:00,1727499331480.0,10656185698701.0,8028396821376.0
KR,KOSPI Composite Index,Health Technology,2026-09-05 00:09:00,381959752752.0,2601750111636.0,1779976069245.0
KR,KOSPI Composite Index,Industrial Services,2026-09-05 00:09:00,251368230336.0,1260839178890.0,1016133399073.0
KR,KOSPI Composite Index,Miscellaneous,2026-09-05 00:09:00,40496858380.0,157595473170.0,129417790960.0
KR,KOSPI Composite Index,Non-Energy Minerals,2026-09-05 00:09:00,196966028836.0,1278489297922.0,1045898308840.0
KR,KOSPI Composite Index,Process Industries,2026-09-05 00:09:00,285886711925.0,1844732085684.0,1474820982877.0
KR,KOSPI Composite Index,Producer Manufacturing,2026-09-05 00:09:00,1719455505251.0,12783713621993.0,9922608408194.0
KR,KOSPI Composite Index,Retail Trade,2026-09-05 00:09:00,146138906079.0,786838771844.0,634394355520.0
KR,KOSPI Composite Index,Technology Services,2026-09-05 00:09:00,370475474883.0,2386980916814.0,1889372784015.0
KR,KOSPI Composite Index,Transportation,2026-09-05 00:09:00,256624898457.0,1213580740147.0,1016072450386.0
KR,KOSPI Composite Index,Utilities,2026-09-05 00:09:00,119181396660.0,622858542280.0,503628531730.0
TW,All Taiwan Companies,Commercial Services,2026-09-05 00:09:00,9731524761.7,81417208692.4,64946503162.8
TW,All Taiwan Companies,Communications,2026-09-05 00:09:00,1983609060.6,15861224437.3,11672620457.4
TW,All Taiwan Companies,Consumer Durables,2026-09-05 00:09:00,5288359276.2,39097687795.03099,28901231778.77
TW,All Taiwan Companies,Consumer Non-Durables,2026-09-05 00:09:00,988493106.49,5898886360.66,4207358847.31
TW,All Taiwan Companies,Consumer Services,2026-09-05 00:09:00,271112553.99,1898141737.24,1275685149.99
