Market,MarketName,Sector,Fetch_Time,Value.Traded,Value.Traded|1W,Value.Traded|1M
JP,Japan 225 Index,Commercial Services,2026-07-11 23:12:42,42895043500.0,210580517000.0,353357229900.0
JP,Japan 225 Index,Communications,2026-07-11 23:12:42,498158309140.0,1693389096970.0,2867953240320.0
JP,Japan 225 Index,Consumer Durables,2026-07-11 23:12:42,357023162490.0,1874668046340.0,3197323621730.0
JP,Japan 225 Index,Consumer Non-Durables,2026-07-11 23:12:42,127267639350.0,625284460400.0,1006456945250.0
JP,Japan 225 Index,Consumer Services,2026-07-11 23:12:42,14764386500.0,82227456100.0,131829342500.0
JP,Japan 225 Index,Distribution Services,2026-07-11 23:12:42,149825866200.0,746464626080.0,1232151915480.0
JP,Japan 225 Index,Electronic Technology,2026-07-11 23:12:42,4513100452700.0,24155385279300.0,38771755670500.0
JP,Japan 225 Index,Energy Minerals,2026-07-11 23:12:42,25207047400.0,135663716500.0,212109656700.0
JP,Japan 225 Index,Finance,2026-07-11 23:12:42,545324739800.0,2834479228000.0,4407317764950.0
JP,Japan 225 Index,Health Technology,2026-07-11 23:12:42,150435364400.0,794823208250.0,1273363537900.0
JP,Japan 225 Index,Industrial Services,2026-07-11 23:12:42,35041292450.0,182237938900.0,285880360500.0
JP,Japan 225 Index,Non-Energy Minerals,2026-07-11 23:12:42,97978158060.0,517394633880.0,896916729780.0
JP,Japan 225 Index,Process Industries,2026-07-11 23:12:42,194187242970.0,1050391910980.0,1719200756590.0
JP,Japan 225 Index,Producer Manufacturing,2026-07-11 23:12:42,1333993309910.0,6879749719160.0,11410269087490.0
JP,Japan 225 Index,Retail Trade,2026-07-11 23:12:42,314214602970.0,1080217261160.0,1587835922600.0
JP,Japan 225 Index,Technology Services,2026-07-11 23:12:42,153194402130.0,783420269300.0,1296489389340.0
JP,Japan 225 Index,Transportation,2026-07-11 23:12:42,102211429500.0,524906319150.0,843982119350.0
JP,Japan 225 Index,Utilities,2026-07-11 23:12:42,45608846820.0,231277720780.0,395756070800.0
JP,All Japanese companies,Commercial Services,2026-07-11 23:12:43,76682754800.0,387495564290.0,642796369350.0
JP,All Japanese companies,Communications,2026-07-11 23:12:43,501697237240.0,1715340939770.0,2903916935020.0
JP,All Japanese companies,Consumer Durables,2026-07-11 23:12:43,397879123590.0,2102773421840.0,3553409732130.0
JP,All Japanese companies,Consumer Non-Durables,2026-07-11 23:12:43,219626034850.0,1044685244950.0,1683217736050.0
JP,All Japanese companies,Consumer Services,2026-07-11 23:12:43,93744824150.0,552889002700.0,885644879850.0
JP,All Japanese companies,Distribution Services,2026-07-11 23:12:43,204089790550.0,997678418930.0,1661727692580.0
JP,All Japanese companies,Electronic Technology,2026-07-11 23:12:43,4738998540900.0,25242781079400.0,40495425051900.0
JP,All Japanese companies,Energy Minerals,2026-07-11 23:12:43,29825515000.0,160951119400.0,251279623400.0
JP,All Japanese companies,Finance,2026-07-11 23:12:43,762382387790.0,3968660839770.0,6234113740660.0
JP,All Japanese companies,Government,2026-07-11 23:12:43,2223000.0,22230000.0,24453000.0
JP,All Japanese companies,Health Services,2026-07-11 23:12:43,1541438100.0,8724935200.0,14223174500.0
JP,All Japanese companies,Health Technology,2026-07-11 23:12:43,215324424550.0,1116562466550.0,1779104502850.0
JP,All Japanese companies,Industrial Services,2026-07-11 23:12:43,82787363400.0,438251860850.0,690569362500.0
JP,All Japanese companies,Miscellaneous,2026-07-11 23:12:43,701162600.0,3472409600.0,5509522900.0
JP,All Japanese companies,Non-Energy Minerals,2026-07-11 23:12:43,214083321310.0,1056062488880.0,1784495130680.0
JP,All Japanese companies,Process Industries,2026-07-11 23:12:43,305823750570.0,1651020025280.0,2701762871490.0
JP,All Japanese companies,Producer Manufacturing,2026-07-11 23:12:43,1760256739840.0,9165645238640.0,15067070957830.0
JP,All Japanese companies,Retail Trade,2026-07-11 23:12:43,406954308070.0,1569254509070.0,2357418596640.0
